"","drug.name","targets","immunotherapy","pathways"
"112","Alpha-Linolenic Acid  |  (9,12,15)-linolenic acid | (9Z,12Z,15Z)-Octadecatrienoic acid | (Z,Z,Z)-9,12,15-octadecatrienoic acid | 9-cis,12-cis,15-cis-octadecatrienoic acid | 9,12,15-Octadecatrienoic acid | ALA | all-cis-9,12,15-Octadecatrienoic acid | alpha-Linolenic acid | cis-delta(9,12,15)-Octadecatrienoic acid | cis,cis,cis-9,12,15-Octadecatrienoic acid | Linolenic acid | α-linolenic acid","FADS1 | SLC8A1 | TRPV1 | FADS2 | ELOVL4",FALSE,""
"113","L-Serine  |  (2S)-2-amino-3-Hydroxypropanoic acid | (S)-(-)-Serine | (S)-(−)-serine | (S)-2-Amino-3-hydroxypropanoic acid | (S)-alpha-Amino-beta-hydroxypropionic acid | (S)-Serine | beta-Hydroxy-L-alanine | beta-Hydroxyalanine | L-(-)-Serine | L-(−)-serine | L-2-Amino-3-hydroxypropionic acid | L-3-Hydroxy-2-aminopropionic acid | L-3-Hydroxy-alanine | L-Ser | L-Serin | L-Serine | S | Ser | Serine","SARS | SDS | AGXT | CBS | SRR | SPTLC1 | SPTLC2",FALSE,""
"114","L-Methionine  |  (2S)-2-amino-4-(Methylsulfanyl)butanoic acid | (S)-2-amino-4-(methylthio)butanoic acid | (S)-2-amino-4-(methylthio)butyric acid | (S)-methionine | L-(-)-Methionine | L-a-Amino-g-methylthiobutyric acid | L-alpha-amino-gamma-Methylmercaptobutyric acid | L-Methionin | L-Methionine | L-α-amino-γ-methylmercaptobutyric acid | M | Met | Methionine","MTR | MTRR | BHMT | METAP2 | BHMT2",FALSE,""
"115","L-Tyrosine  |  (-)-alpha-amino-P-Hydroxyhydrocinnamic acid | (−)-α-amino-p-hydroxyhydrocinnamic acid | (2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid | (S)-(-)-Tyrosine | (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid | (S)-3-(p-Hydroxyphenyl)alanine | (S)-alpha-amino-4-Hydroxybenzenepropanoic acid | (S)-Tyrosine | (S)-α-amino-4-hydroxybenzenepropanoic acid | 4-hydroxy-L-phenylalanine | L-Tyrosin | L-Tyrosine | Tyr | TYROSINE | Y","YARS | YARS2 | TH | TAT",TRUE,""
"116","Calcitriol  |  (1alpha,3beta,5Z,7e)-9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol | (1S,3R,5Z,7e)-9,10-Secocholesta-5,7,10-triene-1,3,25-triol | (5Z,7e)-(1S,3R)-9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol | 1-alpha-25-Dihydroxyvitamin D3 | 1,25-DHCC | 1,25-dihydroxycholecalciferol | 1alpha,25-Dihydroxycholecalciferol | 1alpha,25-Dihydroxyvitamin D3 | 1alpha,25(OH)2D3 | 1α,25-dihydroxycholecalciferol | 1α,25-dihydroxyvitamin D3 | 1α,25(OH)2D3 | 5-{2-[1-(5-hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-4-ylidene]-ethylidene}-4-methylene-cyclohexane-1,3-diol | Calcijex | Calcitriol | Calcitriolum | Decostriol | Rocaltrol","VDR",TRUE,""
"117","L-Cystine  |  (R,R)-3,3'-dithiobis(2-aminopropanoic acid) | L-alpha-Diamino-beta-dithiolactic acid | L-Dicysteine | β,β'-dithiodialanine","SLC7A11 | CTNS | SLC3A1 | SLC7A9",FALSE,""
"118","Succinic acid  |  1,2-Ethanedicarboxylic acid | Acide butanedioique | Acide succinique | Acidum succinicum | Amber acid | Asuccin | Bernsteinsaeure | Bernsteinsaure | Butandisaeure | Butanedioic acid | Butanedionic acid | Dihydrofumaric acid | e363 | Ethylenesuccinic acid | HOOC-CH2-CH2-COOH | Spirit of amber | Succinate | Succinic acid","SLC13A1 | P4HA1 | PLOD1 | ALDH5A1 | SDHA | SUCLG2 | SLC13A2 | ASPH | SLC13A3 | HSD17B6 | PLOD3 | BBOX1 | P3H1 | P3H2 | P3H3 | TMLHE | SDHD | P4HA2 | SDHB | SUCLG1 | OXCT1 | SDHC | SUCNR1 | OXCT2 | SUCLA2 | SLC25A10",FALSE,""
"119","Riboflavin  |  1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol | 6,7-Dimethyl-9-D-ribitylisoalloxazine | 7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine | 7,8-Dimethyl-10-ribitylisoalloxazine | E101 | Lactoflavin | Lactoflavine | Riboflavina | Riboflavine | Riboflavinum | Vitamin B2 | Vitamin G","RFK | BLVRB | ribC",FALSE,""
"120","N-Acetyl-D-glucosamine  |  2-Acetamido-2-deoxy-D-glucose | aldehydo-N-acetyl-D-glucosamine | D-GlcNAc | N-Acetyl-D-glucosamine | N-Acetylchitosamine","RENBP | B4GALT1 | NAGLU | B4GALT3 | B4GALT4 | B4GALT2 | NAGK | NAGPA",FALSE,""
"121","L-Glutamic Acid  |  (2S)-2-Aminopentanedioic acid | (S)-2-Aminopentanedioic acid | (S)-Glutamic acid | Glu | Glutamic acid | L-Glutamate | L-Glutaminic acid","GLS2 | SLC7A11 | AASS | GCLC | GLUD1 | EPRS | ASNS | ABAT | GMPS | GRIK1 | GRIN1 | GAD1 | GOT2 | GRIN2D | GGCX | GRIN2B | GRIN2C | BCAT1 | GOT1 | GRIN3B | FOLH1 | GAD2 | PSAT1 | GCLM | GRIA1 | GRIN3A | GPT | TAT | FPGS | BCAT2 | AADAT | GLUD2 | GRIN2A | FTCD | ALDH18A1 | GRM1 | GLS | GRIK2 | GRIK4 | GRIK5 | GRIA2 | GRIA4 | GRIA3 | GRIK3 | GRM4 | GRM7 | GRM8 | SLC1A2 | SLC1A1 | SLC1A3 | GIG18 | CCBL2 | GPT2 | PFAS | GATB | GLUL | NADSYN1 | SLC1A7 | OPLAH | GRID2 | SLC1A6 | ENPEP | EARS2 | LGSN | NAGS | SLC25A18 | SLC25A22 | DNPEP | GRID1 | CPQ",TRUE,""
"122","Glutathione  |  5-L-Glutamyl-L-cysteinylglycine | gamma-L-Glutamyl-L-cysteinyl-glycine | Glutathione | Glutathione-SH | GSH | N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine | Reduced glutathione","GSS | GSR | GSTM1 | GSTK1 | GSTA3 | GSTM3 | GSTA4 | GSTM4 | GSTA5 | GSTP1 | GSTO1 | GPX1 | GPX2 | GSTT1 | GSTZ1 | GPX5 | GPX3 | GGT1 | GLO1 | LTC4S | GPX4 | HPGDS | GSTM2 | HAGH | GSTA2 | MGST3 | TXNDC12 | GSTA1 | MGST1 | ESD | GLRX | GSTM5 | GPX6 | GPX1 | GPX8 | GPX7 | MGST2 | GSTO2 | GLRX2",TRUE,""
"123","Phosphatidyl serine  |  Phosphatidyl-L-serine | Phosphatidylserine | PS | Ptd-L-Ser","SCARB1 | PISD | ATP8A1 | PTDSS1 | PRKCA | DGKG | DGKD | PTDSS2 | SMPD4 | SMPD3",TRUE,""
"124","Glycine  |  Aminoacetic acid | Aminoessigsaeure | Aminoethanoic acid | G | Gly | Glycin | Glycine | Glycocoll | Glykokoll | Glyzin | H2N-CH2-COOH | Hgly | Leimzucker","GLRB | AGXT2 | GSS | SHMT2 | AGXT | SHMT1 | GATM | GNMT | ALAS1 | GLRA3 | GLRA1 | GRIN2C | GCAT | GRIN3B | SLC36A1 | GLDC | GLRA2 | GRIN2A | ALAS2 | SLC6A9 | GARS |  | GCSH | BAAT | GPR18 | GLYAT | GLYATL2 | GLYATL1 | SLC32A1 | PIPOX | SLC6A5",FALSE,""
"125","Calcidiol  |  (3beta,5Z,7e)-9,10-Secocholesta-5,7,10(19)-triene-3,25-diol | (3S,5Z,7e)-9,10-Secocholesta-5,7,10-triene-3,25-diol | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol | (5Z,7e)-(3S)-9,10-Secocholesta-5,7,10(19)-triene-3,25-diol | 25-hydroxycholecalciferol | 25-Hydroxyvitamin D3 | 25(OH)D3 | 3-{2-[1-(5-hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-4-ylidene]-ethylidene}-4-methylene-cyclohexanol | Calcidiol | Calcifediol | Calcifediol Anhydrous | Calcifediolum","VDR",TRUE,""
"126","Pyridoxal  |  2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine | 3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde | Piridoxal | Pyridoxaldehyde","PDXK",FALSE,""
"127","Creatine  |  ((amino(Imino)methyl)(methyl)amino)acetic acid | (alpha-Methylguanido)acetic acid | (N-methylcarbamimidamido)acetic acid | (α-methylguanido)acetic acid | alpha-Methylguanidino acetic acid | Creatin | Creatine | Kreatin | Methylglycocyamine | N-(aminoiminomethyl)-N-methylglycine | N-[(e)-AMINO(imino)methyl]-N-methylglycine | N-Amidinosarcosine | N-Carbamimidoyl-N-methylglycine | N-Methyl-N-guanylglycine","CKB | CKMT1A | SLC6A8 | CKMT2 | GAMT | CKM",FALSE,""
"128","L-Leucine  |  (2S)-2-Amino-4-methylpentanoic acid | (2S)-alpha-2-Amino-4-methylvaleric acid | (2S)-alpha-Leucine | (S)-(+)-Leucine | (S)-Leucine | 2-Amino-4-methylvaleric acid | L | L-Leucin | L-Leuzin | Leu | Leucine","LARS2 | LCMT1 | BCAT1 | LCMT2 | BCAT2 | LARS",FALSE,""
"129","L-Tryptophan  |  (-)-Tryptophan | (2S)-2-amino-3-(1H-indol-3-yl)Propanoic acid | (S)-alpha-amino-1H-indole-3-propanoic acid | (S)-alpha-Amino-beta-(3-indolyl)-propionic acid | (S)-Tryptophan | (S)-α-amino-1H-indole-3-propanoic acid | L-(-)-Tryptophan | L-(−)-tryptophan | L-beta-3-Indolylalanine | L-Tryptophan | L-β-3-indolylalanine | Trp | Tryptophan | W","WARS | trpS | WARS2",TRUE,""
"130","L-Cysteine  |  (2R)-2-amino-3-mercaptopropanoic acid | (2R)-2-amino-3-sulfanylpropanoic acid | (R)-2-Amino-3-mercaptopropanoic acid | Cys | Cysteine | Free Cysteine | L-2-Amino-3-mercaptopropionic acid | L-Cys | L-Cystein | L-Zystein","CSAD | NFS1 | CDO-1 | GCLC | GSS | CBS | GOT1 | CDO1 | GCLM | CARS | CTH | SLC19A3 | MGMT | CARS2",FALSE,""
"131","Thiamine  |  3-(4-AMINO-2-methyl-pyrimidin-5-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium | Aneurin | Antiberiberi factor | Thiamin | Thiamine | thiamine(1+) | thiamine(1+) ion | thiaminium | Vitamin B1","TPK1 | SLC19A2",FALSE,""
"132","Ergocalciferol  |  (3beta,5Z,7e,22e)-9,10-Secoergosta-5,7,10(19),22-tetraen-3-ol | (5Z,7e,22e)-(3S)-9,10-Seco-5,7,10(19),22-ergostatetraen-3-ol | (5Z,7e,22e)-(3S)-9,10-Secoergosta-5,7,10(19),22-tetraen-3-ol | Activated ergosterol | Calciferol | Ercalciol | Ergocalciferol | Ergocalciferolum | Oleovitamin D2 | Viosterol | Vitamin D2 | Vitamina D2","VDR",TRUE,""
"133","Dihomo-gamma-linolenic acid  |  (8Z,11Z,14Z)-Icosatrienoic acid | (Z,Z,Z)-8,11,14-Eicosatrienoic acid | (Z,Z,Z)-8,11,14-Icosatrienoate | (Z,Z,Z)-8,11,14-Icosatrienoic acid | 20:3, n-6,9,12 all-cis | 8,11,14-Eicosatrienoic Acid | 8c,11c,14c-eicosatrienoic acid | 8c,11c,14c-Eicosatriensaeure | all-cis-8,11,14-eicosatrienoic acid | all-cis-8,11,14-icosatrienoic acid | all-cis-eicosa-8,11,14-trienoic acid | all-cis-Eicosa-8,11,14-triensaeure | all-cis-icosa-8,11,14-trienoic acid | C20:3, n-6,9,12 all-cis | cis,cis,cis-8,11,14-eicosatrienoic acid | DGLA | Dihomo-γ-linolenic acid | eicosa-8Z,11Z,14Z-trienoic acid | gamma-Homolinolenic acid | Homo-gamma-linolenic acid | Homo-gamma-linolensaeure","PTGS1 | PTGS2",TRUE,""
"134","L-Citrulline  |  (S)-2-Amino-5-ureidopentanoic acid | 2-Amino-5-ureidovaleric acid | alpha-amino-delta-Ureidovaleric acid | Cit | Citrulline | delta-Ureidonorvaline | L-2-Amino-5-ureidovaleric acid | L-Citrulline | N(5)-(Aminocarbonyl)-L-ornithine | N(delta)-Carbamylornithine | N5-(Aminocarbonyl)ornithine | N5-Carbamoyl-L-ornithine | N5-carbamoylornithine | α-amino-δ-ureidovaleric acid | δ-ureidonorvaline","NOS2 | NOS1 | NOS3 | OTC | DDAH2 | ASS1 | DDAH1 | ASS | PADI4 | PADI6 | PADI1 | PADI3 | PADI2",TRUE,""
"135","L-Threonine  |  (2S,3R)-(-)-Threonine | (2S)-threonine | 2-Amino-3-hydroxybutyric acid | L-(-)-Threonine | L-2-Amino-3-hydroxybutyric acid | L-alpha-amino-beta-hydroxybutyric acid | L-Threonin | L-α-amino-β-hydroxybutyric acid | Thr | Threonine","TARS | THNSL1 | TARS2",FALSE,""
"136","NADH  |  1,4-dihydronicotinamide adenine dinucleotide | DPNH | NAD reduced form | Nicotinamide adenine dinucleotide (reduced) | Nicotinamide-adenine dinucleotide, reduced | Reduced nicotinamide adenine diphosphate | Reduced nicotinamide-adenine dinucleotide","HSD17B2 | NNT | ADH5 | AMT | IDH3A | NDUFV3 | DHCR7 | NDUFS8 | NSDHL | HSD3B1 | HSD3B2 | DLAT | LDHB | AASS | NDUFA10 | NDUFS5 | NDUFS6 | MSMO1 | PDHB | LDHAL6B | AKR1C1 | HIBADH | HSD11B2 | ALDH2 | ALDH7A1 | NDUFV2 | ME2 | LDHC | ALDH5A1 | CYB5R3 | PHGDH | OGDH | NDUFA4 | NDUFC2 | BDH1 | GLUD1 | HSD17B7 | NDUFS3 | ALDH3B2 | HSD17B1 | MT-ND3 | GPD1 | NDUFA6 | NQO2 | NDUFA1 | PYCR1 | ADH1A | ALDH6A1 | NDUFB5 | ALDH4A1 | NDUFB10 | TYR | HADHA | MTHFD2 | MT-ND4L | NDUFB3 | ALDH9A1 | NDUFB4 | LDHAL6A | SORD | NDUFA9 | NDUFS7 | NDUFC1 | HSD17B10 | NDUFA4L2 | ME3 | HSD11B1 | DHFR | HSD17B3 | NDUFB1 | CYP17A1 | MT-ND6 | H6PD | ADH4 | NDUFA8 | NDUFB6 | HADH | ADH1B | NDUFA7 | HSD17B4 | CYP4A11 | LDHA | NDUFB2 | AKR1C4 | ALDH3B1 | ADH1C | NDUFA5 | ALDH1B1 | NDUFV1 | NDUFS1 | NDUFS4 | MT-ND1 | NDUFB7 | ALDH1A2 | ADH7 | NDUFA13 | QDPR | NDUFA11 | GAPDH | NDUFAB1 | NDUFA2 | MT-ND4 | HPGD | ALDH1A1 | IDH3B | CDO1 | RDH5 | PDHA1 | HMGCR | HSD17B8 | MT-ND5 | ALDH1A3 | EHHADH | HMOX2 | MDH1 | AKR1C3 | BLVRB | NDUFB9 | ALDH3A2 | ME1 | PDHA2 | MTHFD1 | AKR1C2 | UGDH | GSR | MT-ND2 | TSTA3 | NDUFB8 | NDUFA3 | ALDH3A1 | GAPDHS | IMPDH2 | PYCR2 | NDUFS2 | HMOX1 | DLD | BLVRA | AKR1B1 | NDUFA12 | GLUD2 | IMPDH1 | ACADS | IDH3G | MDH2",TRUE,""
"137","Folic Acid  |  Folacin | Folate | Folic acid | Folsaeure | N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid | N-Pteroyl-L-glutamic acid | PGA | PteGlu | Pteroyl-L-glutamate | Pteroyl-L-glutamic acid | Pteroyl-L-monoglutamic acid | Pteroylglutamic acid | Vitamin B9 | Vitamin Bc | Vitamin M","FOLR2 | FOLR3",FALSE,""
"138","Icosapent  |  (5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid | (all-Z)-5,8,11,14,17-Eicosapentaenoic acid | 5,8,11,14,17-EICOSAPENTAENOIC acid | 5,8,11,14,17-Icosapentaenoic acid | all-cis-5,8,11,14,17-eicosapentaenoic acid | all-cis-5,8,11,14,17-icosapentaenoic acid | all-cis-icosa-5,8,11,14,17-pentaenoic acid | cis-5,8,11,14,17-Eicosapentaenoic acid | cis-5,8,11,14,17-EPA | cis-delta(5,8,11,14,17)-Eicosapentaenoic acid | cis, cis, cis, cis, cis-Eicosa-5,8,11,14,17-pentaenoic acid | Eicosapentaenoic acid | EPA | Icosapent | Icosapentaenoic acid | Icosapento | Icosapentum | Timnodonic acid","PTGS1 | PPARG | PTGS2 | FFAR1 | FADS1 | SLC8A1 | ACSL4 | PPARD | TRPV1 | ACSL3",TRUE,""
"139","L-Alanine  |  (2S)-2-Aminopropanoic acid | (S)-2-Aminopropanoic acid | (S)-Alanine | ALA | Alanine | L-2-Aminopropionic acid | L-alpha-Alanine | L-α-alanine","AGXT2 | NFS1 | ABAT | AARS | AGXT | KYNU | SLC1A4 | SLC36A1 | GPT | SLC7A8 | PHYKPL | GPT2 | AARS2",FALSE,""
"140","L-Valine  |  (2S)-2-Amino-3-methylbutanoic acid | (S)-Valine | 2-Amino-3-methylbutyric acid | L-(+)-alpha-Aminoisovaleric acid | L-alpha-Amino-beta-methylbutyric acid | Val | Valine","VARS | BCAT1 | PCCB",FALSE,""
"141","Vitamin A  |  (2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol | all-trans-retinol | all-trans-retinyl alcohol | all-trans-vitamin A alcohol | Retinol | Vitamin A1","DHRS4 | RBP3 | RBP1 | ALDH1A2 | ALDH1A1 | RDH5 | ALDH1A3 | RDH13 | RDH12 | RLBP1 | LRAT | DHRS3 | RETSAT | RDH11 | RDH14 | RDH8",FALSE,""
"142","Vitamin E  |  (+)-α-tocopherol | (+)-α-tocopherol | (2R,4'R,8'R)-α-tocopherol | (2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL | (R,R,R)-α-tocopherol | 5,7,8-trimethyltocol | alpha-tocopherol | d-α-tocopherol","SEC14L4 | ALOX5 | SEC14L2 | SEC14L3 | PRKCB | NR1I2 | PRKCA | DGKA | PPP2CB | PPP2CA",FALSE,""
"143","Pyridoxine  |  2-Methyl-3-hydroxy-4,5-dihydroxymethylpyridine | 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine | 3-Hydroxy-4,5-dimethylol-alpha-picoline | 5-Hydroxy-6-methyl-3,4-pyridinedimethanol | Pyridoxine | Pyridoxol | Vitamin B6","PDXK",FALSE,""
"144","Lipoic Acid  |  1,2-dithiolane-3-pentanoic acid | 1,2-dithiolane-3-valeric acid | 5-(1,2-dithiolan-3-yl)valeric acid | 5-(dithiolan-3-yl)valeric acid | 5-[3-(1,2-dithiolanyl)]pentanoic acid | 6-thioctic acid | 6-thiotic acid | 6,8-thioctic acid | 6,8-thiotic acid | Acetate-replacing factor | alpha-Lipoic acid | alpha-Liponsäure | Biletan | liponic acid | Thioctansäure | Thioctic acid | Thioctsäure | Thioktsäure | α-lipoic acid","LIPT1 | SLC5A6 | LIAS",FALSE,""
"145","L-Isoleucine  |  (2S,3S)-2-Amino-3-methylpentanoic acid | 2-Amino-3-methylvaleric acid | alpha-amino-beta-methylvaleric acid | I | Ile | Isoleucine | L-Isoleucine | α-amino-β-methylvaleric acid","IARS | BCAT1 | ACADSB | BCAT2 | IARS2",FALSE,""
"146","Aspartame  |  1-Methyl N-L-alpha-aspartyl-L-phenylalanate | 1-Methyl N-L-alpha-aspartyl-L-phenylalanine | 1-methyl N-L-α-aspartyl-L-phenylalanate | 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid | 3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid | Asp-phe-ome | Aspartam | Aspartame | Aspartamo | Aspartamum | Aspartylphenylalanine methyl ester | L-Aspartyl-L-phenylalanine methyl ester","TAS1R2 | TRPV1",FALSE,""
"147","Cholecalciferol  |  (+)-vitamin D3 | (1S,3Z)-3-[(2e)-2-[(1R,3AR,7as)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol | (3beta,5Z,7e)-9,10-Secocholesta-5,7,10(19)-trien-3-ol | (5Z,7e)-(3S)-9,10-Secocholesta-5,7,10(19)-trien-3-ol | Activated 7-dehydrocholesterol | calciol | CC | Cholecalciferol | Colecalciferol | delta-D | Oleovitamin D3 | Vitamin D3","VDR",TRUE,""
"148","Menadione  |  2-Methyl-1,4-Naphthalenedione | 2-Methyl-1,4-naphthochinon | 2-Methyl-1,4-naphthoquinone | Menadione | Vitamin K3","F2 | F10 | NQO2 | F7 | F9 | PROC | GGCX | PROZ | VKORC1 | BGLAP | PROS1 | NQO1 | VKORC1L1",TRUE,""
"149","Adenosine triphosphate  |  Adenosine 5'-triphosphate | Adenosine-5'-triphosphate | ATP","ABL1 | ADRBK2 | ABCA1 | AFG3L2 | NAE1 | ABCC8 | ASNS | NT5C2 | ACVR1 | ADCY1 | APAF1 | ADRBK1 | ACSS2 | ALK | AKT1 | ARAF | ABL2 | CDK15 | ACVRL1 | ABCC9 | SLC25A4 | ACSL1 | ACVR1B | ASS1 | AMHR2 | PRKAA1 | ABCB11 | ACSS1 | ASNA1 | TNK2 | ABCB1 | ABCC2 | ABCG1",TRUE,"mitosis | ABL signaling | RTK signaling | RTK signaling | RTK signaling | PI3K signaling | PI3K signaling | PI3K signaling | PI3K signaling"
"150","L-Proline  |  (-)-(S)-Proline | (-)-2-Pyrrolidinecarboxylic acid | (-)-Proline | (−)-(S)-proline | (−)-2-pyrrolidinecarboxylic acid | (−)-proline | (2S)-Pyrrolidine-2-carboxylic acid | (S)-2-Carboxypyrrolidine | (S)-2-Pyrrolidinecarboxylic acid | (S)-Pyrrolidine-2-carboxylic acid | 2-Pyrrolidinecarboxylic acid | L-(-)-Proline | L-alpha-pyrrolidinecarboxylic acid | L-Prolin | L-Proline | L-pyrrolidine-2-carboxylic acid | L-α-pyrrolidinecarboxylic acid | P | Prolina | PROLINE | Prolinum","P4HA1 | EPRS | PYCR1 | SLC6A14 | SLC6A7 | PYCR2 | PPIA | PPIF | PROSC | P3H1 | P3H2 | P3H3 | P4HA2 | PRODH | PPIH | PPIB | PPIC | PPIG | P5CR2 | PARS2 | L3HYPDH | PYCRL",TRUE,""
"151","Adenine  |  6-Aminopurine | A | Ade | Adenin | ADENINE | Vitamin B4","APRT | ACACB | MTAP | cobT | mtnN | ptd | mutY | PECR | ruvB | ACP1 | SRPK2",TRUE,""
"152","L-Asparagine  |  (2S)-2-amino-3-carbamoylpropanoic acid | (2S)-2,4-diamino-4-oxobutanoic acid | (S)-2-amino-3-carbamoylpropanoic acid | (S)-Asparagine | 2-Aminosuccinamic acid | alpha-aminosuccinamic acid | Asn | Asparagine | Aspartamic acid | L-2-aminosuccinamic acid | L-Asparagin | L-Asparagine | L-aspartic acid beta-amide | L-aspartic acid β-amide | N | α-aminosuccinamic acid","ASNS | SLC1A5 | SLC38A3 | NARS | ASRGL1 | NARS2",FALSE,""
"153","Pravastatin  |  (+)-(3R,5R)-3,5-Dihydroxy-7-[(1S,2S,6S,8S,8ar)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid | Pravastatin acid | Pravastatina | Pravastatine | Pravastatinum","HMGCR",FALSE,""
"154","Fluvoxamine  |  Fluvoxamina | Fluvoxamine | Fluvoxaminum","SLC6A4",FALSE,""
"155","Valsartan  |  (S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine | Diovan | N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine | N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine","AGTR1",FALSE,""
"156","Ramipril  |  (2S-(1(R*(r*)),2alpha,3abeta,6abeta))-1-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid | Altace (tn) | Ramipril | Ramiprilum | Tritace","ACE",FALSE,""
"157","Masoprocol  |  CHX 100 | CHX-100 | erythro-nordihydroguaiaretic acid | Masoprocolum | meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane | meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane | meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol | meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol) | meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol | meso-NDGA | meso-nordihydroguaiaretic acid | meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan","ALOX5",FALSE,""
"158","Flunisolide  |  Flunisolida | Flunisolide | Flunisolide anhydrous | Flunisolidum","NR3C1",TRUE,""
"159","Baclofen  |  (+-)-Baclofen | 4-Amino-3-(4-chlorophenyl)butyric acid | Baclofene | Baclofeno | Baclofenum | beta-(4-Chlorophenyl)gaba | beta-(Aminomethyl)-4-chlorobenzenepropanoic acid | beta-(Aminomethyl)-P-chlorohydrocinnamic acid | beta-(P-Chlorophenyl)-gamma-aminobutyric acid | DL-4-Amino-3-P-chlorophenylbutanoic acid | DL-Baclofen | gamma-Amino-beta-(P-chlorophenyl)butyric acid","GABBR1 | GABBR2",FALSE,""
"160","Amphetamine  |  1-phenyl-2-aminopropane | 1-Phenylpropan-2-amin | alpha-Methylbenzeneethaneamine | alpha-Methylphenylethylamine | Amfetamine | Amfetaminum | Amphetamin | Amphetamine | beta-Aminopropylbenzene | beta-Phenylisopropylamin | beta-Phenylisopropylamine | Desoxynorephedrine | α-methylbenzeneethaneamine | α-methylphenethylamine | β-aminopropylbenzene | β-phenylisopropylamine","SLC18A2 | SLC6A2 | SLC6A3 | SLC6A4 | DRD2 | CARTPT | TAAR1 | MAOB | ADRB1 | ADRB2 | ADRB3 | ADRA1A | ADRA1B | ADRA1D | ADRA2A | ADRA2B | ADRA2C",FALSE,""
"161","Pentagastrin  |  NA","CCKBR",FALSE,""
"162","Nicotine  |  (+-)-3-(1-Methyl-2-pyrrolidinyl)pyridine | (+-)-Nicotine | (±)-nicotine | (R,S)-nicotine | (RS)-nicotine | Nicotin | Nikotin","CHRNA10 | CHAT | CHRNA2 | CHRNA4 | CHRNB2 | CYP19A1 | CHRNA7 | CHRNA9 | CHRNB4 | CHRNA3 | CHRNA5 | CHRNA6 | CHRNB3",FALSE,""
"163","Cevimeline  |  2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine | Cevimelina | Cevimelinum | Sni 2011","CHRM3 | CHRM1",FALSE,""
